225331;291;897
225332;291;897
225334;292;870
225335;281;897
225336;291;897
225338;292;868
225339;290;896
225340;291;868
225342;290;868
225343;291;868
225345;291;869
225346;290;869
225347;291;868
225349;291;897
225350;291;869
225351;292;868
225353;291;869
225354;291;897
225356;291;897
225357;291;897
225358;291;897
225360;291;897
225361;291;868
225362;290;897
225364;291;897
225365;291;897
225366;290;868
225368;290;897
225369;291;868
225371;291;897
225372;281;897
225373;291;897
225375;291;897
225376;291;868
225377;291;897
225379;292;897
225380;292;897
225382;292;897
225383;291;897
225384;292;897
225386;292;869
225387;291;869
225388;291;897
225390;291;897
225391;292;869
225393;292;868
225394;290;897
225395;292;897
225397;291;897
225398;292;897
225399;291;897
225401;291;897
225402;281;897
225404;291;897
225405;291;868
225406;290;897
225408;291;897
225409;291;870
